Family;Status;Part number;Temperature;Supply current;Supply current hover;Supply voltage;Supply voltage hover;Technology;Motion;Processing;Sensitive axis;Sensitive axis hover;Stray field;Package;Trim&Form;Output;Output hover;Magnetic field;Magnet TC;AEC-Q100;ASIL;Extra;Extra hover;Product page;Datasheet
Mainstream;production;MLX90364LVS-ADB-253;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD2 2.54;PWM;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-ADB-258;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD4 2.54;PWM;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-ADD-200;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;Standard straight leads;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-ADD-201;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD1 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-ADD-203;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD2 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-ADD-208;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD4 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-ADD-250;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;Standard straight leads;PWM;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-ADD-251;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD1 2.54;PWM;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-ADD-253;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD2 2.54;PWM;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-ADD-258;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD4 2.54;PWM;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-ADD-300;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;Standard straight leads;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-ADD-301;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD1 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-ADD-303;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD2 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-ADD-308;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD4 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-ADD-400;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;Standard straight leads;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-ADD-401;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD1 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-ADD-403;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD2 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-ADD-408;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD4 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-ADE-200;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;Standard straight leads;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-ADE-201;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD1 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-ADE-203;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD2 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-ADE-208;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD4 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-AED-200;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;Standard straight leads;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-AED-201;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD1 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-AED-203;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD2 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-AED-208;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD4 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-AED-250;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;Standard straight leads;PWM;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-AED-251;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD1 2.54;PWM;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-AED-253;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD2 2.54;PWM;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-AED-258;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD4 2.54;PWM;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-AED-300;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;Standard straight leads;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-AED-301;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD1 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-AED-303;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD2 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-AED-308;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD4 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-AED-400;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;Standard straight leads;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-AED-401;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD1 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-AED-403;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD2 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-AED-408;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD4 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-AEE-200;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;Standard straight leads;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-AEE-201;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD1 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-AEE-203;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD2 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90364LVS-AEE-208;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD4 2.54;Analog;;10 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90364;https://media.melexis.com/-/media/files/documents/datasheets/MLX90364-datasheet-melexis.pdf
Mainstream;production;MLX90365EDC-ABD-000;-40 to 85;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;SOIC-8;;Analog|PWM;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90365;https://media.melexis.com/-/media/files/documents/datasheets/MLX90365-datasheet-melexis.pdf
Mainstream;production;MLX90365EGO-ABD-000;-40 to 85;20 (LP), 24;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;TSSOP-16;;Analog|PWM;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90365;https://media.melexis.com/-/media/files/documents/datasheets/MLX90365-datasheet-melexis.pdf
Mainstream;production;MLX90365KDC-ABD-000;-40 to 125;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;SOIC-8;;Analog|PWM;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90365;https://media.melexis.com/-/media/files/documents/datasheets/MLX90365-datasheet-melexis.pdf
Mainstream;production;MLX90365KGO-ABD-000;-40 to 125;20 (LP), 24;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;TSSOP-16;;Analog|PWM;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90365;https://media.melexis.com/-/media/files/documents/datasheets/MLX90365-datasheet-melexis.pdf
Mainstream;production;MLX90365LDC-ABD-000;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;SOIC-8;;Analog|PWM;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90365;https://media.melexis.com/-/media/files/documents/datasheets/MLX90365-datasheet-melexis.pdf
Mainstream;production;MLX90365LGO-ABD-000;-40 to 150;20 (LP), 24;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;TSSOP-16;;Analog|PWM;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90365;https://media.melexis.com/-/media/files/documents/datasheets/MLX90365-datasheet-melexis.pdf
Mainstream;production;MLX90365LDC-ABD-200;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;SOIC-8;;Analog|PWM;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90365;https://media.melexis.com/-/media/files/documents/datasheets/MLX90365-datasheet-melexis.pdf
Mainstream;production;MLX90365LDC-ABE-000;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;SOIC-8;;Analog|PWM;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90365;https://media.melexis.com/-/media/files/documents/datasheets/MLX90365-datasheet-melexis.pdf
Mainstream;production;MLX90365LGO-ABE-000;-40 to 150;20 (LP), 24;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;TSSOP-16;;Analog|PWM;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90365;https://media.melexis.com/-/media/files/documents/datasheets/MLX90365-datasheet-melexis.pdf
Mainstream;production;MLX90365EDC-ACD-000;-40 to 85;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;SOIC-8;;Analog|PWM;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90365;https://media.melexis.com/-/media/files/documents/datasheets/MLX90365-datasheet-melexis.pdf
Mainstream;production;MLX90365EGO-ACD-000;-40 to 85;20 (LP), 24;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;TSSOP-16;;Analog|PWM;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90365;https://media.melexis.com/-/media/files/documents/datasheets/MLX90365-datasheet-melexis.pdf
Mainstream;production;MLX90365KDC-ACD-000;-40 to 125;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;SOIC-8;;Analog|PWM;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90365;https://media.melexis.com/-/media/files/documents/datasheets/MLX90365-datasheet-melexis.pdf
Mainstream;production;MLX90365KGO-ACD-000;-40 to 125;20 (LP), 24;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;TSSOP-16;;Analog|PWM;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90365;https://media.melexis.com/-/media/files/documents/datasheets/MLX90365-datasheet-melexis.pdf
Mainstream;production;MLX90365LDC-ACD-000;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;SOIC-8;;Analog|PWM;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90365;https://media.melexis.com/-/media/files/documents/datasheets/MLX90365-datasheet-melexis.pdf
Mainstream;production;MLX90365LGO-ACD-000;-40 to 150;20 (LP), 24;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;TSSOP-16;;Analog|PWM;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90365;https://media.melexis.com/-/media/files/documents/datasheets/MLX90365-datasheet-melexis.pdf
Mainstream;production;MLX90365LDC-ACD-200;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;SOIC-8;;Analog|PWM;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90365;https://media.melexis.com/-/media/files/documents/datasheets/MLX90365-datasheet-melexis.pdf
Mainstream;production;MLX90365LDC-ACE-000;-40 to 150;10 (LP), 12;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;SOIC-8;;Analog|PWM;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90365;https://media.melexis.com/-/media/files/documents/datasheets/MLX90365-datasheet-melexis.pdf
Mainstream;production;MLX90365LGO-ACE-000;-40 to 150;20 (LP), 24;LP:Low Power;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;TSSOP-16;;Analog|PWM;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL|16/17-pts fixed PWL;;https://www.melexis.com/MLX90365;https://media.melexis.com/-/media/files/documents/datasheets/MLX90365-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-ADS-250;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;Standard straight leads;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;16/17-pts fixed PWL;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-ADS-251;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD1 2.54;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;16/17-pts fixed PWL;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-ADS-253;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD2 2.54;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;16/17-pts fixed PWL;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-ADS-258;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;STD4 2.54;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;16/17-pts fixed PWL;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
Mainstream;production;MLX90366LVS-ADU-250;-40 to 150;10;;5;;Hall;On-axis|Off-axis|Linear;Angle;XY|XZ|YZ;;;DMP-4;Standard straight leads;SENT;;20 to 70 (mT);-2400 to 0;✔;QM;4-pts anywhere PWL;;https://www.melexis.com/MLX90366;https://media.melexis.com/-/media/files/documents/datasheets/MLX90366-datasheet-melexis.pdf
